StudentID   ,Course1 ,Course2 ,Course3 ,Course4 ,Course5
Student_73  ,   1004 ,   1002 ,   1005 ,   1001 ,   1003
Student_74  ,   1001 ,   1003 ,   1005 ,   1004 ,   1002
Student_75  ,   1002 ,   1003 ,   1001 ,   1004 ,   1005
Student_76  ,   1004 ,   1001 ,   1005 ,   1002 ,   1003
Student_77  ,   1002 ,   1001 ,   1005 ,   1004 ,   1003
Student_78  ,   1003 ,   1004 ,   1001 ,   1002 ,   1005
Student_79  ,   1002 ,   1001 ,   1003 ,   1004 ,   1005
Student_80  ,   1005 ,   1001 ,   1004 ,   1002 ,   1003
Student_81  ,   1003 ,   1002 ,   1005 ,   1004 ,   1001
Student_82  ,   1003 ,   1004 ,   1001 ,   1005 ,   1002
Student_83  ,   1002 ,   1001 ,   1004 ,   1003 ,   1005
Student_84  ,   1005 ,   1001 ,   1003 ,   1002 ,   1004
Student_85  ,   1001 ,   1005 ,   1002 ,   1003 ,   1004
Student_86  ,   1003 ,   1004 ,   1002 ,   1001 ,   1005
Student_87  ,   1003 ,   1002 ,   1004 ,   1005 ,   1001
Student_88  ,   1004 ,   1003 ,   1001 ,   1002 ,   1005
Student_89  ,   1001 ,   1003 ,   1004 ,   1002 ,   1005
Student_90  ,   1005 ,   1004 ,   1002 ,   1003 ,   1001
Student_91  ,   1004 ,   1002 ,   1005 ,   1001 ,   1003
Student_92  ,   1003 ,   1005 ,   1002 ,   1004 ,   1001
Student_93  ,   1003 ,   1001 ,   1002 ,   1005 ,   1004
Student_94  ,   1003 ,   1002 ,   1005 ,   1001 ,   1004
Student_95  ,   1005 ,   1003 ,   1001 ,   1002 ,   1004
Student_96  ,   1001 ,   1005 ,   1004 ,   1003 ,   1002
Student_97  ,   1005 ,   1001 ,   1004 ,   1002 ,   1003
Student_98  ,   1003 ,   1002 ,   1005 ,   1001 ,   1004
Student_99  ,   1001 ,   1002 ,   1003 ,   1005 ,   1004
Student_100 ,   1003 ,   1004 ,   1001 ,   1005 ,   1002
