StudentID   ,Course1 ,Course2 ,Course3 ,Course4 ,Course5
Student_42  ,1002    ,1003    ,1004    ,1005    ,1001
Student_43  ,1003    ,1005    ,1004    ,1002    ,1001
Student_44  ,1004    ,-1002   ,1001    ,1005    ,1003
Student_45  ,1004    ,1002    ,1001    ,-1005   ,-1003
Student_46  ,-1005   ,-1002   ,1003    ,-1001   ,-1004
Student_47  ,-1005   ,1003    ,1002    ,1001    ,1004
Student_48  ,1003    ,1002    ,1001    ,-1005   ,1004
Student_49  ,1004    ,-1005   ,1003    ,1002    ,1001
Student_50  ,1001    ,1003    ,-1005   ,1002    ,-1004
Student_51  ,1002    ,-1001   ,1003    ,1004    ,1005
Student_52  ,-1001   ,1004    ,1003    ,1002    ,1005
Student_53  ,-1005   ,1001    ,1003    ,1002    ,1004
Student_54  ,1004    ,1005    ,1003    ,1001    ,1002
Student_55  ,-1002   ,-1003   ,1004    ,-1005   ,-1001
Student_56  ,-1001   ,1002    ,-1003   ,1005    ,1004
Student_57  ,1001    ,-1004   ,1005    ,-1002   ,1003
Student_58  ,1003    ,-1005   ,1002    ,-1001   ,1004
Student_59  ,1005    ,-1003   ,1004    ,1002    ,1001
Student_60  ,1003    ,1001    ,-1004   ,1005    ,1002
Student_61  ,1004    ,1001    ,1002    ,-1005   ,1003
Student_62  ,1005    ,1002    ,1004    ,1001    ,1003
Student_63  ,1002    ,1004    ,1005    ,1003    ,1001
Student_64  ,1005    ,-1004   ,1002    ,-1003   ,1001
Student_65  ,1005    ,-1001   ,1003    ,1002    ,1004
Student_66  ,1003    ,1004    ,1002    ,-1001   ,1005
Student_67  ,-1004   ,1003    ,1005    ,-1002   ,1001
Student_68  ,-1001   ,1003    ,1005    ,-1004   ,1002
Student_69  ,-1004   ,1003    ,1001    ,1002    ,-1005
Student_70  ,1002    ,-1001   ,1005    ,1003    ,1004
Student_71  ,1002    ,-1005   ,1001    ,1003    ,1004
Student_72  ,-1002   ,1005    ,1004    ,1003    ,1001
Student_73  ,1002    ,1001    ,-1004   ,1005    ,1003
Student_74  ,1002    ,1003    ,1004    ,1005    ,1001
Student_75  ,1004    ,1005    ,1003    ,1001    ,-1002
Student_76  ,1004    ,1001    ,1003    ,1002    ,1005
Student_77  ,1001    ,-1005   ,1002    ,1003    ,1004
Student_78  ,-1001   ,1004    ,1003    ,1005    ,1002
Student_79  ,-1001   ,-1004   ,1002    ,1003    ,-1005
Student_80  ,1002    ,1001    ,1003    ,1004    ,1005
Student_81  ,1001    ,1004    ,1002    ,1003    ,1005
Student_82  ,-1002   ,1003    ,1004    ,1005    ,1001
Student_83  ,-1002   ,1001    ,1003    ,1004    ,1005
Student_84  ,1004    ,1002    ,1001    ,1003    ,1005
Student_85  ,1001    ,1004    ,1002    ,1005    ,1003
Student_86  ,1004    ,1003    ,1001    ,1005    ,1002
Student_87  ,1005    ,1001    ,-1002   ,1004    ,1003
Student_88  ,1001    ,1002    ,1003    ,-1005   ,1004
Student_89  ,-1005   ,1003    ,1004    ,1002    ,1001
Student_90  ,1005    ,-1003   ,1001    ,-1004   ,1002
Student_91  ,1004    ,1001    ,1003    ,1002    ,1005
Student_92  ,1003    ,-1005   ,1002    ,1004    ,-1001
Student_93  ,1003    ,1004    ,1001    ,1002    ,-1005
Student_94  ,1004    ,1005    ,-1002   ,1003    ,1001
Student_95  ,-1003   ,1004    ,1002    ,1001    ,1005
Student_96  ,1004    ,1002    ,1003    ,1005    ,1001
Student_97  ,1001    ,1004    ,1002    ,1005    ,-1003
Student_98  ,1003    ,1004    ,1001    ,1005    ,1002
Student_99  ,-1004   ,1001    ,1005    ,-1002   ,-1003
Student_100 ,1004    ,1002    ,1005    ,1003    ,1001
