StudentID   ,Course1 ,Course2 ,Course3 ,Course4 ,Course5
Student_44  ,   1002 ,   1005 ,   1003 ,   1001 ,   1004
Student_45  ,   1001 ,   1005 ,   1004 ,   1003 ,   1002
Student_46  ,   1003 ,   1002 ,   1001 ,   1005 ,   1004
Student_47  ,   1002 ,   1001 ,   1005 ,   1003 ,   1004
Student_48  ,   1002 ,   1001 ,   1004 ,   1003 ,   1005
Student_49  ,   1003 ,   1005 ,   1001 ,   1002 ,   1004
Student_50  ,   1001 ,   1004 ,   1005 ,   1002 ,   1003
Student_51  ,   1002 ,   1003 ,   1005 ,   1001 ,   1004
Student_52  ,   1001 ,   1002 ,   1004 ,   1003 ,   1005
Student_53  ,   1002 ,   1001 ,   1004 ,   1005 ,   1003
Student_54  ,   1005 ,   1004 ,   1002 ,   1001 ,   1003
Student_55  ,   1003 ,   1005 ,   1004 ,   1002 ,   1001
Student_56  ,   1005 ,   1001 ,   1003 ,   1004 ,   1002
Student_57  ,   1003 ,   1002 ,   1005 ,   1004 ,   1001
Student_58  ,   1002 ,   1005 ,   1003 ,   1004 ,   1001
Student_59  ,   1005 ,   1004 ,   1001 ,   1002 ,   1003
Student_60  ,   1003 ,   1004 ,   1005 ,   1001 ,   1002
Student_61  ,   1004 ,   1005 ,   1003 ,   1002 ,   1001
Student_62  ,   1003 ,   1004 ,   1001 ,   1002 ,   1005
Student_63  ,   1002 ,   1003 ,   1005 ,   1001 ,   1004
Student_64  ,   1005 ,   1003 ,   1001 ,   1002 ,   1004
Student_65  ,   1001 ,   1003 ,   1002 ,   1004 ,   1005
Student_66  ,   1004 ,   1002 ,   1003 ,   1001 ,   1005
Student_67  ,   1005 ,   1002 ,   1001 ,   1004 ,   1003
Student_68  ,   1001 ,   1003 ,   1005 ,   1004 ,   1002
Student_69  ,   1004 ,   1003 ,   1001 ,   1002 ,   1005
Student_70  ,   1005 ,   1001 ,   1003 ,   1002 ,   1004
Student_71  ,   1005 ,   1004 ,   1003 ,   1002 ,   1001
Student_72  ,   1002 ,   1001 ,   1005 ,   1003 ,   1004
Student_73  ,   1004 ,   1003 ,   1005 ,   1002 ,   1001
Student_74  ,   1002 ,   1003 ,   1005 ,   1004 ,   1001
Student_75  ,   1002 ,   1004 ,   1003 ,   1005 ,   1001
Student_76  ,   1002 ,   1001 ,   1005 ,   1003 ,   1004
Student_77  ,   1005 ,   1004 ,   1003 ,   1001 ,   1002
Student_78  ,   1005 ,   1001 ,   1004 ,   1003 ,   1002
Student_79  ,   1004 ,   1003 ,   1005 ,   1002 ,   1001
Student_80  ,   1005 ,   1004 ,   1003 ,   1001 ,   1002
Student_81  ,   1001 ,   1003 ,   1002 ,   1004 ,   1005
Student_82  ,   1003 ,   1004 ,   1001 ,   1002 ,   1005
Student_83  ,   1002 ,   1003 ,   1005 ,   1004 ,   1001
Student_84  ,   1001 ,   1003 ,   1005 ,   1002 ,   1004
Student_85  ,   1004 ,   1003 ,   1002 ,   1005 ,   1001
Student_86  ,   1005 ,   1002 ,   1004 ,   1001 ,   1003
Student_87  ,   1001 ,   1005 ,   1004 ,   1002 ,   1003
Student_88  ,   1004 ,   1005 ,   1002 ,   1003 ,   1001
Student_89  ,   1005 ,   1003 ,   1001 ,   1002 ,   1004
Student_90  ,   1003 ,   1005 ,   1004 ,   1001 ,   1002
Student_91  ,   1004 ,   1005 ,   1002 ,   1003 ,   1001
Student_92  ,   1002 ,   1005 ,   1001 ,   1004 ,   1003
Student_93  ,   1004 ,   1005 ,   1003 ,   1002 ,   1001
Student_94  ,   1005 ,   1004 ,   1002 ,   1001 ,   1003
Student_95  ,   1004 ,   1002 ,   1003 ,   1001 ,   1005
Student_96  ,   1004 ,   1005 ,   1002 ,   1003 ,   1001
Student_97  ,   1003 ,   1001 ,   1004 ,   1002 ,   1005
Student_98  ,   1005 ,   1004 ,   1003 ,   1001 ,   1002
Student_99  ,   1004 ,   1003 ,   1005 ,   1002 ,   1001
Student_100 ,   1004 ,   1005 ,   1002 ,   1001 ,   1003
