StudentID   ,Course1 ,Course2 ,Course3 ,Course4 ,Course5
Student_78  ,   1005 ,   1001 ,   1004 ,   1002 ,   1003
Student_79  ,   1004 ,   1002 ,   1001 ,   1005 ,   1003
Student_80  ,   1004 ,   1001 ,   1002 ,   1003 ,   1005
Student_81  ,   1003 ,   1002 ,   1005 ,   1004 ,   1001
Student_82  ,   1003 ,   1005 ,   1004 ,   1002 ,   1001
Student_83  ,   1003 ,   1005 ,   1001 ,   1004 ,   1002
Student_84  ,   1002 ,   1003 ,   1005 ,   1004 ,   1001
Student_85  ,   1005 ,   1001 ,   1003 ,   1004 ,   1002
Student_86  ,   1001 ,   1003 ,   1005 ,   1004 ,   1002
Student_87  ,   1005 ,   1001 ,   1004 ,   1002 ,   1003
Student_88  ,   1004 ,   1005 ,   1002 ,   1001 ,   1003
Student_89  ,   1004 ,   1005 ,   1003 ,   1001 ,   1002
Student_90  ,   1002 ,   1005 ,   1004 ,   1003 ,   1001
Student_91  ,   1005 ,   1003 ,   1002 ,   1001 ,   1004
Student_92  ,   1002 ,   1003 ,   1001 ,   1005 ,   1004
Student_93  ,   1005 ,   1001 ,   1003 ,   1002 ,   1004
Student_94  ,   1002 ,   1001 ,   1003 ,   1004 ,   1005
Student_95  ,   1005 ,   1003 ,   1002 ,   1001 ,   1004
Student_96  ,   1003 ,   1004 ,   1005 ,   1002 ,   1001
Student_97  ,   1004 ,   1001 ,   1003 ,   1002 ,   1005
Student_98  ,   1004 ,   1002 ,   1003 ,   1001 ,   1005
Student_99  ,   1001 ,   1005 ,   1003 ,   1002 ,   1004
Student_100 ,   1003 ,   1002 ,   1001 ,   1004 ,   1005
