StudentID   ,Course1 ,Course2 ,Course3 ,Course4 ,Course5
Student_39  ,   1004 ,   1001 ,   1003 ,   1002 ,   1005
Student_40  ,   1002 ,   1004 ,   1003 ,   1001 ,   1005
Student_41  ,   1002 ,   1005 ,   1001 ,   1004 ,   1003
Student_42  ,   1002 ,   1001 ,   1005 ,   1004 ,   1003
Student_43  ,   1005 ,   1004 ,   1002 ,   1003 ,   1001
Student_44  ,   1005 ,   1003 ,   1002 ,   1004 ,   1001
Student_45  ,   1002 ,   1004 ,   1005 ,   1001 ,   1003
Student_46  ,   1003 ,   1001 ,   1005 ,   2003 ,   1004
Student_47  ,   1003 ,   1004 ,   1002 ,   1001 ,   1005
Student_48  ,   1003 ,   1002 ,   1005 ,   1001 ,   1004
Student_49  ,   1001 ,   1002 ,   1005 ,   1003 ,   1004
Student_50  ,   1003 ,   1004 ,   1001 ,   1002 ,   1005
Student_51  ,   1003 ,   1001 ,   1002 ,   1004 ,   1005
Student_52  ,   1005 ,   1004 ,   1003 ,   2034 ,   1001
Student_53  ,   1003 ,   1001 ,   2024 ,   1004 ,   1002
Student_54  ,   1005 ,   1001 ,   1002 ,   1004 ,   2019
Student_55  ,   1001 ,   1005 ,   1003 ,   1002 ,   1004
Student_56  ,   1003 ,   1001 ,   1005 ,   1002 ,   1004
Student_57  ,   1002 ,   1001 ,   1003 ,   1004 ,   1005
Student_58  ,   1003 ,   1005 ,   1001 ,   1002 ,   1004
Student_59  ,   1004 ,   1002 ,   1003 ,   1001 ,   1005
Student_60  ,   1005 ,   1003 ,   1004 ,   1001 ,   1002
Student_61  ,   1001 ,   1003 ,   1005 ,   2052 ,   1002
Student_62  ,   1003 ,   1004 ,   1001 ,   1005 ,   1002
Student_63  ,   1003 ,   1001 ,   1005 ,   1004 ,   1002
Student_64  ,   1002 ,   1004 ,   2010 ,   1001 ,   1005
Student_65  ,   1005 ,   1003 ,   1002 ,   1001 ,   1004
Student_66  ,   1002 ,   1003 ,   1005 ,   1004 ,   1001
Student_67  ,   1002 ,   1005 ,   1001 ,   1003 ,   1004
Student_68  ,   1004 ,   1003 ,   1005 ,   1001 ,   1002
Student_69  ,   1005 ,   1002 ,   1001 ,   1004 ,   1003
Student_70  ,   1005 ,   1004 ,   1001 ,   1002 ,   1003
Student_71  ,   1005 ,   2028 ,   1001 ,   1003 ,   1004
Student_72  ,   1003 ,   1004 ,   1002 ,   1005 ,   2089
Student_73  ,   1003 ,   1002 ,   1001 ,   1005 ,   1004
Student_74  ,   1002 ,   2056 ,   1001 ,   1005 ,   1004
Student_75  ,   1003 ,   1002 ,   1004 ,   1005 ,   1001
Student_76  ,   1005 ,   1002 ,   1003 ,   1001 ,   1004
Student_77  ,   1003 ,   1002 ,   1001 ,   1005 ,   1004
Student_78  ,   1002 ,   1005 ,   1004 ,   1003 ,   1001
Student_79  ,   1001 ,   1005 ,   1004 ,   1003 ,   1002
Student_80  ,   1005 ,   1001 ,   1004 ,   1003 ,   1002
Student_81  ,   1002 ,   1005 ,   1003 ,   1001 ,   1004
Student_82  ,   1001 ,   2054 ,   1002 ,   1004 ,   1005
Student_83  ,   2058 ,   1004 ,   2074 ,   1001 ,   1005
Student_84  ,   1004 ,   1005 ,   1001 ,   2054 ,   1002
Student_85  ,   1002 ,   1005 ,   1003 ,   1004 ,   1001
Student_86  ,   1001 ,   1002 ,   1003 ,   1004 ,   1005
Student_87  ,   2039 ,   1002 ,   1003 ,   1001 ,   1004
Student_88  ,   2017 ,   1003 ,   2097 ,   1002 ,   1001
Student_89  ,   1002 ,   1005 ,   1001 ,   2088 ,   1003
Student_90  ,   1005 ,   1002 ,   1003 ,   1004 ,   1001
Student_91  ,   1004 ,   1002 ,   1005 ,   1001 ,   1003
Student_92  ,   1004 ,   1001 ,   1005 ,   1003 ,   1002
Student_93  ,   1001 ,   1005 ,   1003 ,   1004 ,   1002
Student_94  ,   1003 ,   1002 ,   1001 ,   1004 ,   1005
Student_95  ,   2057 ,   1002 ,   1004 ,   2041 ,   1005
Student_96  ,   1002 ,   1003 ,   1005 ,   1001 ,   1004
Student_97  ,   1003 ,   2052 ,   1004 ,   1005 ,   1001
Student_98  ,   1005 ,   1002 ,   1001 ,   1003 ,   2080
Student_99  ,   1005 ,   1002 ,   1003 ,   1001 ,   1004
Student_100 ,   1001 ,   2087 ,   1004 ,   1002 ,   1005
